cell_id,source_cycle_id,elapsed_test_s,voltage_V,current_A,temperature_C,charge_capacity_Ah,discharge_capacity_Ah
95k_case,1,470066.997,2.8559,-20.3104,28.321,,
95k_case,1,470073.993,3.2532,0.0127,28.321,,
95k_case,1,470080.993,2.9322,-13.4354,28.5348,,
95k_case,1,470087.995,2.5793,-22.5082,28.6417,,
95k_case,1,470094.996,2.8817,-7.7887,28.7485,,
95k_case,1,470101.992,3.1113,0.5939,28.9623,,
95k_case,1,470108.99,3.2066,1.9567,29.0691,,
95k_case,1,470115.993,3.0261,-5.5579,29.0691,,
95k_case,1,470122.999,3.3272,10.4689,29.0691,,
95k_case,1,470129.997,3.2913,5.6824,29.0691,,
95k_case,1,470136.991,3.0066,-7.2811,29.0691,,
95k_case,1,470143.997,3.0263,-4.4235,29.176,,
95k_case,1,470151.003,3.0577,-3.421,29.176,,
95k_case,1,470157.999,2.9996,-5.4412,29.0691,,
95k_case,1,470164.993,3.376,10.5171,28.9623,,
95k_case,1,470171.991,3.4851,12.1109,28.9623,,
95k_case,1,470178.998,3.5898,12.0652,28.8554,,
95k_case,1,470185.996,3.4954,4.5302,28.9623,,
95k_case,1,470192.997,3.3771,3.4059,28.9623,,
95k_case,1,470199.993,3.4849,4.2561,28.9623,,
95k_case,1,470206.989,2.8806,-17.5696,28.9623,,
95k_case,1,470213.999,2.9931,-8.1034,28.9623,,
95k_case,1,470220.993,3.2901,3.6673,29.0691,,
95k_case,1,470227.994,3.1938,-0.8553,29.0691,,
95k_case,1,470234.995,3.3387,5.0022,29.0691,,
95k_case,1,470241.991,3.5586,10.7252,28.9623,,
95k_case,1,470248.997,3.3102,0.8933,28.8554,,
95k_case,1,470255.995,2.8175,-17.1813,28.7485,,
95k_case,1,470263.0,2.7237,-17.4579,28.7485,,
95k_case,1,470269.999,2.4999,-22.5767,28.7485,,
95k_case,1,470276.993,3.1633,6.0275,28.7485,,
95k_case,1,470284.002,3.5009,16.735,28.8554,,
95k_case,1,470290.999,3.1032,-6.4614,28.8554,,
95k_case,1,470297.994,3.1774,-1.0583,29.0691,,
95k_case,1,470304.997,3.6,12.4611,29.2829,,
95k_case,1,470311.999,3.0275,-5.332,29.2829,,
95k_case,1,470319.0,3.3591,11.3952,29.4966,,
95k_case,1,470325.993,3.4434,12.1363,29.6035,,
95k_case,1,470332.999,3.1955,-5.6645,29.6035,,
95k_case,1,470339.999,3.1609,-1.8095,29.7104,,
95k_case,1,470346.996,3.4394,11.8749,29.7104,,
95k_case,1,470353.994,3.2139,6.695,29.8172,,
95k_case,1,470360.996,3.0892,-8.3698,29.9241,,
95k_case,1,470367.995,3.158,-2.7028,30.1379,,
95k_case,1,470374.991,3.2311,-0.5025,30.031,,
95k_case,1,470381.994,3.1975,-1.0583,30.031,,
95k_case,1,470388.993,3.1894,-1.0583,30.1379,,
95k_case,1,470395.996,3.1838,-1.0583,30.1379,,
95k_case,1,470402.994,3.4743,14.7199,30.1379,,
95k_case,1,470409.999,3.5618,10.4004,30.031,,
95k_case,1,470416.995,3.1749,-6.535,30.031,,
95k_case,1,470424.0,3.2872,3.2434,29.9241,,
95k_case,1,470430.997,3.327,3.0734,29.9241,,
95k_case,1,470437.991,3.0766,-8.012,29.8172,,
95k_case,1,470444.994,2.7471,-22.5539,29.6035,,
95k_case,1,470451.999,3.5492,17.3948,29.4966,,
95k_case,1,470458.996,3.1631,-1.6242,29.6035,,
95k_case,1,470465.995,2.4999,-26.4723,29.4966,,
95k_case,1,470472.994,3.3156,11.2785,29.7104,,
95k_case,1,470479.992,3.1764,0.6015,29.8172,,
95k_case,1,470486.997,2.6945,-17.7904,29.8172,,
95k_case,1,470493.999,2.5287,-17.265,29.9241,,
95k_case,1,470500.997,2.8352,-1.6445,30.031,,
95k_case,1,470507.999,2.8477,-2.9642,30.031,,
95k_case,1,470515.0,2.8558,-6.1594,30.1379,,
95k_case,1,470521.999,2.9803,2.7866,30.1379,,
95k_case,1,470528.999,2.9401,-4.5453,30.1379,,
95k_case,1,470535.994,2.9543,-2.2841,30.2447,,
95k_case,1,470542.994,2.6014,-15.9682,30.2447,,
95k_case,1,470549.996,2.4999,-15.9758,30.3516,,
95k_case,1,470556.993,2.6056,-15.5418,30.4585,,
95k_case,1,470563.995,2.8131,-0.4365,30.4585,,
95k_case,1,470570.994,2.619,-9.0881,30.5653,,
95k_case,1,470578.0,2.4999,-7.5653,30.7791,,
95k_case,1,470584.993,2.4999,-5.1874,30.6722,,
95k_case,1,470591.996,2.4999,-4.0022,30.7791,,
95k_case,1,470598.998,2.6279,0.5025,30.7791,,
95k_case,1,470605.999,2.5225,-2.4033,30.6722,,
95k_case,1,470612.998,2.4999,-2.7155,30.6722,,
95k_case,1,470619.991,2.4999,-2.3323,30.6722,,
95k_case,1,470626.998,2.4999,-2.2105,30.7791,,
95k_case,1,470633.996,2.5758,0.7132,30.7791,,
95k_case,1,470640.995,2.4999,-1.812,30.6722,,
95k_case,1,470647.999,2.4999,-1.6166,30.5653,,
95k_case,1,470654.994,2.9361,10.3775,30.3516,,
95k_case,1,470661.994,3.3451,18.5445,30.2447,,
95k_case,1,470668.991,3.0152,-1.0659,30.1379,,
95k_case,1,470675.995,3.0923,7.8269,30.1379,,
95k_case,1,470682.999,2.9199,-8.4561,30.2447,,
95k_case,1,470689.997,3.1267,6.3905,30.2447,,
95k_case,1,470696.995,3.4402,10.6694,30.1379,,
95k_case,1,470704.0,3.6,11.2125,30.1379,,
95k_case,1,470710.997,3.4974,5.6545,30.2447,,
95k_case,1,470717.998,3.3544,0.3756,30.2447,,
95k_case,1,470724.04,3.2641,-1.0634,30.1379,,
95k_case,1,470731.058,3.3456,2.4973,30.031,,
95k_case,1,470738.047,3.3523,2.4973,30.031,,
95k_case,1,470745.053,3.3574,2.4973,30.031,,
95k_case,1,470752.053,3.3623,2.4973,29.8172,,
95k_case,1,470759.05,3.367,2.4998,29.8172,,
95k_case,1,470766.052,3.3716,2.4973,29.8172,,
95k_case,1,470773.048,3.3761,2.4973,29.8172,,
95k_case,1,470780.05,3.3803,2.4973,29.7104,,
95k_case,1,470787.046,3.3846,2.4973,29.7104,,
95k_case,1,470794.045,3.3886,2.4973,29.6035,,
95k_case,1,470801.051,3.3927,2.4973,29.6035,,
95k_case,1,470808.048,3.3964,2.4973,29.4966,,
95k_case,1,470815.046,3.4001,2.4973,29.4966,,
95k_case,1,470822.053,3.4038,2.4973,29.3898,,
95k_case,1,470829.044,3.4073,2.4973,29.2829,,
95k_case,1,470836.051,3.4109,2.4973,29.2829,,
95k_case,1,470843.048,3.4142,2.4973,29.0691,,
95k_case,1,470850.055,3.4178,2.4973,29.0691,,
95k_case,1,470857.052,3.421,2.4973,28.9623,,
95k_case,1,470864.048,3.4244,2.4973,28.9623,,
95k_case,1,470871.051,3.4276,2.4973,28.8554,,
95k_case,1,470878.053,3.4306,2.4973,28.8554,,
95k_case,1,470885.051,3.4338,2.4973,28.7485,,
95k_case,1,470892.054,3.4369,2.4973,28.7485,,
95k_case,1,470899.046,3.4401,2.4973,28.7485,,
95k_case,1,507096.356,3.1488,0.0,28.8554,,
95k_case,1,507166.358,3.143,0.0,28.2142,,
95k_case,1,507236.36,3.1319,0.0,27.4661,,
95k_case,1,507306.36,3.1253,0.0,26.5042,,
95k_case,1,507376.366,3.1216,0.0,26.2905,,
95k_case,1,507446.362,3.1192,0.0,25.863,,
95k_case,1,507516.366,3.1177,0.0,25.3286,,
95k_case,1,507586.364,3.1167,0.0,25.3286,,
95k_case,1,507656.359,3.116,0.0,25.1149,,
95k_case,1,514471.087,3.1693,-1.0608,24.4736,,
95k_case,1,514478.082,3.1587,-1.0608,24.3668,,
95k_case,1,514485.084,3.3473,3.4998,24.3668,,
95k_case,1,514492.084,3.6,10.2684,24.3668,,
95k_case,1,514499.096,3.2236,-2.5328,24.3668,,
95k_case,1,514506.085,3.5617,14.7605,24.3668,,
95k_case,1,514513.087,3.5661,7.0757,24.4736,,
95k_case,1,514520.09,3.3147,0.4797,24.5805,,
95k_case,1,514527.086,3.6,7.1848,24.5805,,
95k_case,1,514534.089,3.6,5.492,24.5805,,
95k_case,1,514541.093,3.4011,1.0659,24.7943,,
95k_case,1,514548.089,3.239,-4.5732,24.7943,,
95k_case,1,514555.088,3.2975,-1.0634,24.9011,,
95k_case,1,514562.088,3.5838,5.454,24.9011,,
95k_case,1,514569.082,3.3469,-1.0634,24.9011,,
95k_case,1,514576.086,3.3027,-1.0634,24.9011,,
95k_case,1,514583.085,3.2788,-1.0634,24.9011,,
95k_case,1,514590.087,3.2618,-1.0634,24.9011,,
95k_case,1,514597.087,3.2486,-1.0634,24.9011,,
95k_case,1,514604.091,3.2378,-1.0634,24.9011,,
95k_case,1,514611.085,3.4466,5.9793,24.9011,,
95k_case,1,514618.085,3.5384,5.1976,24.9011,,
95k_case,1,514625.088,3.4014,-1.0634,24.9011,,
95k_case,1,514632.084,3.6,4.7104,24.9011,,
95k_case,1,514639.081,3.2769,-6.0401,25.008,,
95k_case,1,514646.084,3.0853,-13.7729,25.008,,
95k_case,1,514653.088,3.5883,10.8267,25.1149,,
95k_case,1,514660.089,3.394,0.1472,25.1149,,
95k_case,1,514667.082,3.2629,-2.8043,25.1149,,
95k_case,1,514674.083,3.6,5.2408,25.3286,,
95k_case,1,514681.088,3.3464,-1.6242,25.2218,,
95k_case,1,514688.089,3.2874,-1.4567,25.2218,,
95k_case,1,514695.079,3.474,3.1749,25.2218,,
95k_case,1,514702.098,3.6,7.8371,25.3286,,
95k_case,1,514709.084,3.6,5.1393,25.2218,,
95k_case,1,514716.083,3.6,4.0632,25.2218,,
95k_case,1,514723.086,3.3559,-2.482,25.3286,,
95k_case,1,514730.082,3.6,4.2891,25.3286,,
95k_case,1,514737.091,3.299,-2.4389,25.3286,,
95k_case,1,514744.091,3.6,9.8446,25.3286,,
95k_case,1,514751.092,2.79,-25.744,25.4355,,
95k_case,1,514758.085,2.9305,-13.5217,25.3286,,
95k_case,1,514765.085,3.1002,-6.3751,25.3286,,
95k_case,1,514772.086,3.2837,3.1394,25.4355,,
95k_case,1,514779.085,3.2793,-1.0608,25.3286,,
95k_case,1,514786.088,3.52,7.6823,25.3286,,
95k_case,1,514793.085,3.3174,-1.0608,25.3286,,
95k_case,1,514800.091,3.3665,-1.0557,25.3286,,
95k_case,1,514807.089,3.2279,-4.3803,25.4355,,
95k_case,1,514814.088,3.033,-7.2151,25.5424,,
95k_case,1,514821.083,3.197,-3.6114,25.5424,,
95k_case,1,514828.089,3.3827,6.3372,25.5424,,
95k_case,1,514835.091,3.1611,-4.2331,25.6492,,
95k_case,1,514842.086,3.4885,10.5425,25.5424,,
95k_case,1,514849.083,3.2891,-0.4213,25.6492,,
95k_case,1,514856.091,3.2575,-1.0608,25.7561,,
95k_case,1,514863.082,3.1317,-5.7406,25.7561,,
95k_case,1,514870.084,3.2068,-1.0608,25.7561,,
95k_case,1,514877.083,3.3387,1.7258,25.863,,
95k_case,1,514884.086,3.5989,10.2608,25.7561,,
95k_case,1,514891.088,3.295,-2.5201,25.7561,,
95k_case,1,514898.088,2.8187,-13.3237,25.863,,
95k_case,1,514905.084,3.3989,9.6415,25.863,,
95k_case,1,514912.087,3.2889,-0.7004,26.0767,,
95k_case,1,514919.09,3.2464,-1.0583,26.0767,,
95k_case,1,514926.084,3.2348,-1.0608,26.1836,,
95k_case,1,514933.086,3.227,-1.0583,26.2905,,
95k_case,1,514940.086,3.2209,-1.0608,26.1836,,
95k_case,1,514947.094,3.2157,-1.0608,26.2905,,
95k_case,1,514954.086,3.2112,-1.0608,26.2905,,
95k_case,1,514961.084,3.2071,-1.0583,26.2905,,
95k_case,1,514968.086,3.2036,-1.0608,26.1836,,
95k_case,1,514975.088,3.2002,-1.0608,26.1836,,
95k_case,1,514982.091,3.5908,14.0016,26.0767,,
95k_case,1,514989.084,3.3049,0.8248,26.0767,,
95k_case,1,514996.088,3.3706,1.1573,25.9699,,
95k_case,1,515003.09,3.2602,-1.6598,25.9699,,
95k_case,1,515010.089,2.9485,-7.9993,25.9699,,
95k_case,1,515017.095,3.2501,2.0735,26.1836,,
95k_case,1,515024.082,3.155,-2.2409,26.1836,,
95k_case,1,515031.082,3.6,11.281,26.0767,,
95k_case,1,515038.087,3.306,-1.0608,26.1836,,
95k_case,1,515045.087,3.271,-1.0608,26.0767,,
95k_case,1,515052.09,3.2538,-1.0608,26.2905,,
95k_case,1,515059.088,3.2419,-1.0583,26.2905,,
95k_case,1,515066.084,3.2324,-1.0583,26.2905,,
95k_case,1,515073.082,2.893,-15.0241,26.1836,,
95k_case,1,515080.082,2.9889,-6.3218,26.2905,,
95k_case,1,515087.085,3.2238,-1.0608,26.2905,,
95k_case,1,515094.083,2.8664,-14.0775,26.2905,,
95k_case,1,515101.091,3.3205,3.2257,26.3973,,
95k_case,1,515108.085,3.5768,12.3698,26.3973,,
95k_case,1,515115.09,3.436,4.619,26.5042,,
95k_case,1,515122.082,3.6,7.969,26.5042,,
95k_case,1,515129.086,3.6,5.6697,26.3973,,
95k_case,1,515136.082,3.481,3.5785,26.3973,,
95k_case,1,515143.09,3.3709,0.3045,26.5042,,
95k_case,1,515150.088,3.6,5.7737,26.5042,,
95k_case,1,515157.091,3.4132,5.8651,26.6111,,
95k_case,1,515164.083,3.2333,-4.0225,26.6111,,
95k_case,1,515171.087,3.3282,-2.9591,26.6111,,
95k_case,1,515178.088,3.3469,-2.6647,26.6111,,
95k_case,1,515185.09,3.551,7.7584,26.718,,
95k_case,1,515192.086,3.6,9.375,26.8248,,
95k_case,1,515199.083,3.4163,4.1216,26.8248,,
95k_case,1,515206.091,3.6,5.3144,26.718,,
95k_case,1,515213.089,3.6,4.1343,26.718,,
95k_case,1,515220.087,3.3275,-6.4918,26.718,,
95k_case,1,515227.088,3.6,4.4743,26.6111,,
95k_case,1,515234.092,3.6,3.9972,26.6111,,
95k_case,1,515241.082,3.128,-12.037,26.6111,,
95k_case,1,515248.094,3.1204,-7.1441,26.6111,,
95k_case,1,515255.088,3.6,7.3143,26.6111,,
95k_case,1,515262.084,3.6,4.7231,26.6111,,
95k_case,1,515269.082,3.4766,-1.0532,26.6111,,
95k_case,1,515276.086,3.1447,-6.1162,26.6111,,
95k_case,1,515283.088,3.6,6.2509,26.6111,,
95k_case,1,515290.088,3.558,2.1623,26.6111,,
95k_case,1,515297.089,3.4056,-1.7993,26.6111,,
95k_case,1,515304.09,3.5337,5.2865,26.6111,,
95k_case,1,515311.089,3.5988,5.6443,26.718,,
95k_case,1,515318.083,3.6,3.0176,26.6111,,
95k_case,1,515325.088,3.5998,2.4821,26.5042,,
95k_case,1,515332.089,3.2193,-9.6997,26.6111,,
95k_case,1,515339.088,3.1127,-11.0701,26.5042,,
95k_case,1,515346.084,3.4723,5.4743,26.5042,,
95k_case,1,515353.083,3.4573,5.3093,26.6111,,
95k_case,1,515360.085,3.2572,-1.0532,26.6111,,
95k_case,1,515367.081,3.0703,-9.6083,26.6111,,
95k_case,1,515374.087,3.6,9.6821,26.6111,,
95k_case,1,515381.09,3.0528,-10.7453,26.6111,,
95k_case,1,515388.088,2.9226,-13.6486,26.718,,
95k_case,1,515395.086,3.2368,4.6824,26.718,,
95k_case,1,515402.095,3.1201,-1.0532,26.8248,,
95k_case,1,515409.089,3.1547,-1.0507,26.9317,,
95k_case,1,515416.091,2.6321,-20.9576,27.0386,,
95k_case,1,515423.089,3.5762,18.6206,26.9317,,
95k_case,1,515430.089,3.0275,-8.7937,27.0386,,
95k_case,1,515437.081,3.014,-5.5376,27.2523,,
95k_case,1,515444.089,3.6,15.8163,27.3592,,
95k_case,1,515451.084,3.3353,0.9187,27.5729,,
95k_case,1,515458.083,3.2653,-1.0532,27.5729,,
95k_case,1,515465.087,3.2501,-1.0507,27.6798,,
95k_case,1,515472.089,3.2407,-1.0532,27.6798,,
95k_case,1,515479.088,3.2336,-1.0532,27.6798,,
95k_case,1,515486.091,3.2279,-1.0532,27.6798,,
95k_case,1,515493.088,3.223,-1.0507,27.6798,,
95k_case,1,515500.084,3.1823,-5.2711,27.6798,,
95k_case,1,515507.086,3.2375,-1.0202,27.5729,,
95k_case,1,515514.088,3.4139,8.8167,27.6798,,
95k_case,1,515521.085,3.6,13.7073,27.5729,,
95k_case,1,515528.089,3.6,7.6137,27.4661,,
95k_case,1,515535.084,2.7514,-26.749,27.4661,,
95k_case,1,515542.083,2.9661,-11.5142,27.3592,,
95k_case,1,515549.084,2.9426,-8.1693,27.3592,,
95k_case,1,515556.088,2.9821,-9.8469,27.4661,,
95k_case,1,515563.082,2.4999,-25.4471,27.4661,,
95k_case,1,515570.084,3.2122,4.3424,27.5729,,
95k_case,1,515577.09,2.8467,-6.1365,27.6798,,
95k_case,1,515584.082,2.6922,-12.6893,27.8935,,
95k_case,1,515591.087,3.0454,-1.0532,27.8935,,
95k_case,1,515598.086,3.5359,17.2679,28.1073,,
95k_case,1,515605.084,3.4291,6.3549,28.1073,,
95k_case,1,515612.082,2.8512,-20.3104,28.1073,,
95k_case,1,515619.089,3.2513,0.0127,28.321,,
95k_case,1,515626.082,2.9275,-13.4354,28.321,,
95k_case,1,515633.086,2.5697,-22.5082,28.5348,,
95k_case,1,515640.084,2.8747,-7.7861,28.7485,,
95k_case,1,515647.086,3.1068,0.5939,28.7485,,
95k_case,1,515654.082,3.2032,1.9567,28.9623,,
95k_case,1,515661.082,3.0214,-5.5579,29.0691,,
95k_case,1,515668.089,3.3249,10.4689,29.0691,,
95k_case,1,515675.083,3.2889,5.6849,29.176,,
95k_case,1,515682.083,3.002,-7.2811,29.176,,
95k_case,1,515689.084,3.0214,-4.4235,29.176,,
95k_case,1,515696.096,3.0531,-3.421,29.176,,
